user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Personalizing	Should statements
R5066	108	1	513	0	6	66	1	54	6	24	12	115
R5067	7	0	36	0	0	3	0	2	0	4	0	6
R5068	0	0	15	0	0	1	0	1	0	2	2	2
R5069	34	0	259	0	5	43	0	20	8	5	3	106
R5070	9	0	212	0	0	19	0	20	3	2	7	17
R5071	60	1	292	0	3	29	0	54	16	18	3	74
R5072	17	0	107	0	2	9	0	1	2	4	2	22
R5073	2	0	30	0	0	1	0	1	0	0	2	5
R5074	7	0	61	0	0	6	1	4	1	1	1	8
R5075	13	0	584	0	0	6	0	5	1	2	0	22
R5076	0	0	6	0	0	0	0	1	0	0	1	0
R5077	1	0	7	0	0	1	0	0	0	0	0	2
R5079	34	0	183	0	0	12	0	33	5	3	0	38
R5080	0	0	18	0	0	2	0	0	0	0	0	6
R5081	9	0	147	0	2	5	0	10	1	1	0	39
R5082	41	0	256	1	1	43	1	28	11	8	17	55
R5083	0	0	4	0	0	0	0	0	0	0	0	0
R5084	0	0	7	0	0	2	0	0	0	0	0	2
R5085	31	1	271	2	2	23	0	19	7	19	20	36
R5086	0	0	26	0	0	5	0	4	1	2	0	1
R5087	14	0	126	0	0	10	0	14	1	1	0	3
R5088	16	1	69	0	0	4	0	14	1	2	1	18
R5089	44	0	189	0	1	16	1	11	4	11	4	41
R5090	24	0	285	0	0	55	0	20	5	3	2	21
R5091	3	0	16	0	0	1	0	4	0	1	1	6
R5092	1	0	3	0	0	1	0	0	0	0	1	0
R5093	8	0	56	0	0	8	0	4	1	3	2	13
R5094	11	0	57	0	0	3	0	9	3	5	0	17
R5096	0	0	4	0	0	0	0	1	0	0	1	0
R5097	11	0	65	0	0	16	0	9	2	0	1	10
R5098	0	0	9	0	0	0	0	1	0	0	0	0
R5099	17	0	35	0	0	4	0	2	0	1	0	12
R5100	5	0	24	0	0	11	0	3	0	0	0	39
R5101	2	0	44	0	1	3	0	3	1	1	0	13
R5102	0	0	2	0	0	0	0	0	0	0	0	0
R5103	4	0	37	0	0	6	0	6	0	4	2	0
R5104	7	0	98	0	2	8	0	6	2	3	4	18
R5105	24	0	176	0	3	32	0	6	2	1	0	49
R5106	27	0	165	0	2	9	0	29	4	6	2	28
R5107	69	2	450	2	13	70	0	43	22	25	17	79
R5108	10	1	41	0	0	2	0	3	1	0	0	20
R5109	0	0	2	0	0	0	0	0	0	0	0	1
R5110	0	0	0	0	0	0	0	0	0	0	0	0
R5111	0	0	0	0	0	0	0	0	0	0	0	0
R5112	1	0	24	0	1	0	0	1	1	0	0	2
R5113	0	0	1	0	0	0	0	1	0	0	0	0
R5114	14	0	159	0	1	8	0	16	2	8	4	25
R5115	161	0	581	3	10	78	2	130	18	15	26	190
R5116	13	0	77	0	0	9	0	4	6	12	2	7
R5117	3	0	12	0	0	2	0	2	1	0	1	0
R5118	0	0	0	0	0	0	0	0	0	0	0	0
R5119	2	0	25	0	0	5	0	0	1	2	1	5
R5120	0	0	1	0	0	0	0	0	0	0	0	0
R5121	10	1	309	0	0	30	0	6	0	30	4	10
R5122	0	0	496	0	0	21	0	1	1	0	0	15
R5123	3	0	24	0	0	3	0	1	0	1	0	2
R5124	0	0	13	0	0	1	0	0	0	1	0	3
R5125	0	0	7	0	0	2	0	0	0	0	0	0
R5126	0	0	0	0	0	0	0	0	0	0	0	0
R5127	66	0	284	0	10	21	0	35	9	9	10	87
R5128	17	0	153	0	2	31	1	13	2	1	3	28
R5129	47	0	197	0	1	22	0	17	2	7	3	28
R5130	16	0	358	0	0	34	1	17	5	1	0	17
R5131	0	0	1	0	0	1	0	0	0	0	0	0
R5132	21	0	129	0	0	19	0	14	2	3	7	18
R5133	19	1	80	0	0	7	0	4	1	3	0	30
R5134	0	0	2	0	0	0	0	0	0	0	0	0
R5135	0	0	1	0	0	2	0	1	0	0	0	0
R5136	24	0	235	0	3	22	0	24	4	9	7	50
R5137	22	0	195	0	2	11	0	13	0	2	0	15
R5138	10	0	84	0	3	11	0	89	0	4	0	32
R5139	78	0	226	0	2	26	0	42	8	4	1	83
R5140	65	5	479	0	1	35	2	44	26	6	1	145
R5141	32	0	277	0	3	32	0	12	1	2	3	59
R5142	5	0	88	0	2	19	1	6	0	4	8	5
R5143	2	0	8	0	0	0	0	1	0	0	0	5
R5144	16	0	180	0	2	24	0	7	7	8	1	59
R5145	14	0	100	2	1	7	1	5	0	2	3	7
R5146	68	0	512	0	4	57	2	64	17	23	2	159
R5147	3	0	39	0	0	2	0	0	1	2	0	6
R5148	0	0	0	0	0	0	0	0	0	0	0	0
R5149	0	0	0	0	0	0	0	0	0	0	0	0
R5150	71	6	365	1	12	53	1	14	7	22	2	68
R5151	29	0	187	0	2	75	0	9	2	5	4	26
R5152	14	1	94	0	0	13	0	10	4	1	2	16
R5153	0	0	4	0	0	0	0	0	0	0	0	0
R5154	22	0	287	0	2	43	0	12	4	10	8	35
R5155	17	0	45	0	2	4	0	5	2	3	1	10
R5156	1	0	1	0	0	0	0	0	0	0	0	0
R5157	0	0	3	0	0	0	0	0	0	0	0	0
R5159	27	1	117	0	1	21	2	21	34	1	2	32
R5160	1	0	37	0	0	6	0	2	0	0	1	2
R5161	46	0	348	0	1	38	0	39	10	8	18	82
R5162	1	0	14	0	0	2	0	6	0	0	0	0
R5163	10	0	86	0	2	3	1	12	2	8	1	38
R5164	0	0	7	0	0	2	0	0	0	0	0	1
R5165	0	0	0	0	0	0	0	0	0	0	0	0
R5166	0	0	7	0	0	3	0	0	0	0	0	2
R5167	18	0	268	0	2	26	0	40	13	8	45	68
R5168	0	0	3	0	0	0	0	1	0	0	0	0
R5169	44	2	313	0	3	67	0	17	12	11	13	76
R5170	0	0	0	0	0	0	0	0	0	0	0	1
R5171	20	0	357	0	0	38	0	34	9	4	0	9
R5172	0	0	0	0	0	0	0	3	0	0	0	0
R5173	16	2	79	0	1	9	0	5	1	1	1	38
R5174	35	3	213	0	3	31	1	12	5	3	0	43
R5176	0	0	0	0	0	0	0	0	0	0	0	0
R5177	38	0	421	0	0	64	0	57	8	2	0	23
R5178	11	0	101	0	0	12	0	6	1	2	0	32
R5179	0	0	0	0	0	0	0	0	0	0	0	0
R5180	0	0	0	0	0	1	0	0	0	0	0	0
R5181	3	0	12	0	0	2	0	0	0	0	0	1
R5182	101	1	466	4	4	64	0	57	11	21	16	101
R5183	4	0	47	0	1	5	0	8	1	6	0	5
R5184	1	0	10	0	0	4	0	0	0	1	0	1
R5185	2	0	43	0	0	9	0	11	1	1	0	8
R5186	1	0	4	0	0	0	0	1	0	0	0	2
R5187	8	0	23	0	0	0	0	0	0	0	0	4
R5188	2	0	48	0	1	11	0	8	2	2	8	11
R5189	48	0	406	0	0	80	2	28	5	10	9	48
R5190	0	0	6	0	0	1	0	0	0	0	0	0
R5191	0	0	1	0	0	0	0	0	0	0	0	0
R5192	9	0	186	0	0	7	0	11	3	14	2	39
R5193	2	0	17	0	0	0	0	1	0	0	0	15
R5194	13	1	157	0	4	24	0	9	7	15	3	33
R5195	9	0	510	0	0	41	0	13	4	0	0	15
R5196	42	0	425	2	4	31	0	24	8	25	41	37
R5197	30	1	122	1	2	12	0	11	0	11	1	58
R5198	0	0	301	0	0	476	0	1	0	0	0	0
R5199	4	0	66	0	1	12	0	11	1	2	1	7
R5200	53	0	255	0	2	33	0	9	2	11	5	32
R5201	49	0	258	0	2	29	0	16	1	18	3	33
R5202	34	0	107	0	0	13	0	16	1	3	3	29
R5203	0	0	0	0	0	0	0	0	0	0	0	0
R5204	42	0	264	1	6	49	1	22	6	8	7	72
R5205	70	0	422	0	2	28	0	32	4	16	16	103
R5206	154	3	494	2	18	60	0	18	17	15	3	169
R5207	91	1	418	1	5	69	0	37	2	35	14	109
R5208	15	0	320	0	0	32	0	61	0	14	0	186
R5209	12	0	261	1	0	132	0	6	10	0	0	25
R5210	0	0	0	0	0	1	0	0	0	0	0	0
R5211	31	1	212	0	0	38	0	3	6	7	1	56
R5212	88	0	677	3	16	86	0	34	14	39	57	112
R5213	10	0	61	0	1	7	0	5	1	2	2	28
R5214	0	0	0	0	0	0	0	0	0	0	0	0
R5215	21	0	67	0	1	8	0	5	2	1	10	31
R5216	0	0	8	0	0	0	0	0	0	0	0	0
R5217	0	0	0	0	0	0	0	0	0	0	0	0
R5218	1	0	3	0	0	2	0	1	0	0	0	2
R5219	0	0	0	0	0	0	0	0	0	0	0	0
R5220	2	0	1	0	0	0	0	0	0	0	0	0
R5222	6	0	23	0	1	6	0	1	0	1	2	6
R5223	2	0	10	0	0	3	0	0	1	0	1	3
R5224	1	0	23	0	0	0	0	8	0	0	0	0
R5225	0	0	5	0	0	0	0	1	0	0	0	1
R5226	6	0	71	0	3	10	0	0	4	4	2	17
R5227	1	0	8	0	0	4	0	0	0	0	0	0
R5228	45	0	340	0	2	42	0	42	16	10	36	63
R5229	6	0	17	0	0	2	0	0	0	0	0	1
R5230	100	1	601	3	11	83	0	67	15	15	39	125
R5231	23	0	217	0	1	20	0	9	3	18	15	33
R5232	78	1	309	2	6	48	1	22	8	18	20	79
R5233	0	0	0	0	0	0	0	0	0	0	0	0
R5234	1	0	78	0	0	7	0	4	1	1	2	8
R5235	21	0	115	0	3	17	0	33	5	5	1	37
R5236	0	0	136	0	0	14	0	0	0	1	0	2
R5237	0	0	1	0	0	0	0	0	0	0	0	0
R5238	20	1	284	0	5	55	1	30	12	7	1	83
R5239	4	0	76	0	1	8	0	2	1	0	0	8
R5240	0	0	2	0	0	0	0	0	0	0	0	1
R5241	109	0	556	0	9	84	0	63	12	45	35	132
R5242	0	0	1	0	0	0	0	0	0	0	0	2
R5243	0	0	1	0	0	0	0	0	0	0	0	0
R5244	0	0	0	0	0	0	0	0	0	0	0	0
R5245	0	0	10	0	0	1	0	2	0	0	0	4
R5246	10	0	122	0	1	20	0	4	3	4	0	18
R5247	2	0	18	0	0	5	0	1	1	0	0	3
R5248	5	0	21	0	1	1	0	2	1	0	0	16
R5249	6	0	37	0	0	14	0	1	0	0	2	8
R5250	9	1	57	0	2	9	0	4	2	0	0	16
R5251	0	0	79	0	79	0	0	79	0	0	0	0
R5252	18	0	192	1	0	23	1	4	3	3	16	19
R5253	100	2	570	1	6	41	0	82	10	36	13	172
R5254	4	0	58	0	0	4	0	3	5	5	1	6
R5255	59	0	320	0	5	33	0	56	9	10	3	89
R5256	76	0	381	1	4	43	0	36	4	15	16	185
R5257	47	0	170	0	1	24	1	8	1	7	5	32
R5258	1	0	46	0	0	12	1	3	2	5	4	7
R5259	8	0	33	1	0	6	0	1	1	3	1	2
R5260	54	1	336	0	1	61	0	19	8	7	2	80
R5261	1	0	6	0	1	0	0	1	0	0	0	4
R5262	0	0	0	0	0	0	0	0	0	0	0	0
R5263	27	0	312	0	1	35	0	10	0	22	15	27
R5264	1	0	14	0	0	5	0	2	0	1	0	1
R5265	35	0	158	0	0	18	0	16	1	2	3	21
R5266	0	0	0	0	0	0	0	0	0	0	0	0
R5267	2	0	28	0	0	1	0	4	2	0	0	8
R5268	3	0	19	0	0	3	0	3	1	1	0	3
R5269	0	0	0	0	0	0	0	0	0	0	0	0
R5270	57	2	451	0	7	130	0	36	6	4	2	113
R5271	3	0	18	0	0	1	0	0	0	1	2	4
R5272	15	0	103	0	2	5	0	8	1	1	0	27
R5273	0	0	12	0	0	1	0	1	1	2	0	1
R5274	24	0	311	0	0	36	0	27	2	0	0	9
R5275	14	0	150	0	0	8	0	2	1	4	4	26
R5276	2	0	17	0	0	3	0	0	0	0	0	3
R5277	2	0	21	0	0	2	0	0	0	0	0	3
R5278	92	0	461	1	24	108	0	38	11	22	44	93
R5279	4	0	81	0	0	10	0	5	2	5	4	15
R5280	0	0	0	0	0	0	0	0	0	0	0	0
R5281	30	0	251	0	0	17	1	18	6	9	15	53
R5282	9	0	70	0	0	11	0	2	2	5	6	7
R5283	29	2	134	0	2	8	0	29	9	8	1	59
R5284	32	0	125	0	3	8	1	3	1	10	2	11
R5285	16	2	115	0	2	7	1	3	1	8	3	10
R5286	27	1	219	0	0	15	1	20	6	2	2	62
R5287	1	0	7	0	0	0	0	0	0	0	0	0
R5289	6	0	57	0	0	13	0	2	1	3	4	8
R5290	28	1	272	0	5	39	0	19	2	6	4	58
R5291	14	0	83	0	0	15	0	6	2	4	4	18
R5292	0	0	10	0	0	1	0	1	0	0	0	4
R5293	2	0	15	0	0	4	0	0	0	1	0	2
R5294	15	0	167	0	2	25	0	10	0	4	2	8
R5295	5	0	35	0	2	4	0	1	0	1	0	12
R5296	68	1	371	1	4	49	0	27	6	7	3	158
R5297	0	0	0	0	0	0	0	0	0	0	0	0
R5298	0	0	28	0	0	9	0	4	1	0	1	2
R5299	0	0	4	0	0	1	0	0	0	0	0	1
R5300	11	0	107	0	0	25	0	3	4	0	0	21
R5301	39	0	233	0	7	37	0	32	16	14	2	92
R5302	22	0	168	0	0	32	0	25	1	11	9	22
R5303	22	1	95	0	2	19	0	5	5	2	1	21
R5304	0	0	7	0	0	0	0	1	0	1	2	0
R5305	79	0	345	1	10	64	0	38	5	36	29	100
R5306	8	0	121	1	4	11	0	14	2	6	3	24
R5307	22	0	138	0	2	5	0	13	1	7	1	4
R5308	14	0	93	0	0	6	0	7	2	3	1	10
R5309	5	0	35	0	2	6	0	3	0	2	1	3
R5310	1	0	8	0	0	0	0	0	0	0	2	1
R5311	76	1	331	0	0	35	0	56	17	22	9	132
R5312	30	1	283	1	2	38	1	33	5	9	7	63
R5313	7	0	44	0	0	11	0	7	2	4	2	7
R5314	1	0	17	0	0	0	0	0	0	0	0	0
R5315	61	2	292	0	1	30	0	20	3	11	2	56
R5316	2	0	21	0	0	2	0	1	0	2	0	8
R5317	0	0	0	0	0	0	0	0	0	0	0	0
R5318	25	1	351	3	5	29	3	34	6	6	2	37
R5319	0	0	2	0	0	0	0	0	0	0	0	0
R5320	0	0	0	0	0	0	0	0	0	0	0	0
R5321	1	0	0	0	0	0	0	0	0	0	0	1
R5322	9	0	86	0	0	46	0	0	1	2	1	5
R5323	19	1	116	1	0	35	0	29	0	2	8	19
R5324	6	0	118	0	1	31	0	7	7	6	3	19
R5325	0	0	6	0	0	1	0	0	0	1	1	0
R5326	15	0	113	0	0	11	0	11	0	3	4	20
R5327	2	0	15	0	0	3	0	2	1	0	0	2
R5328	19	0	50	0	1	6	0	4	1	1	0	18
R5329	23	0	206	0	1	16	1	27	5	15	9	46
R5330	24	0	129	0	3	19	0	20	0	6	5	22
R5331	1	0	14	0	0	1	0	1	1	0	0	0
R5332	11	0	174	0	1	3	0	5	3	3	5	21
R5333	42	0	282	1	4	30	0	17	3	17	4	51
R5334	15	0	189	0	0	21	0	12	4	6	8	31
R5335	22	1	109	0	1	13	0	2	1	8	1	30
R5336	0	0	0	0	0	0	0	0	0	0	0	0
R5337	0	0	1	0	0	2	0	0	0	0	0	0
R5338	1	0	12	0	0	2	0	2	0	1	0	3
R5339	0	0	1	0	0	0	0	0	0	0	0	0
R5340	0	0	0	0	0	0	0	0	0	0	0	0
R5341	0	0	5	0	0	3	0	0	0	0	0	1
R5342	3	0	21	0	0	6	0	2	0	0	2	0
R5343	7	0	28	0	1	6	0	3	1	2	1	6
R5344	3	0	82	0	0	4	0	14	1	0	0	9
R5345	15	0	82	0	3	12	0	11	2	5	0	17
R5346	4	0	55	0	0	7	0	3	1	2	1	9
R5347	1	0	30	0	0	9	1	1	0	3	0	6
R5348	0	0	3	0	0	0	0	0	0	0	0	0
R5349	0	0	11	0	0	0	0	0	0	0	0	1
R5350	89	2	382	2	3	41	0	48	15	28	47	101
R5351	0	0	0	0	0	0	0	0	0	0	0	0
R5352	6	0	11	0	0	2	0	0	1	0	1	2
R5353	10	0	114	0	0	5	0	5	3	7	2	11
R5354	0	0	1	0	0	0	0	0	0	0	2	1
R5355	5	0	148	0	1	11	0	3	0	1	1	4
R5356	7	0	36	0	0	4	0	3	0	0	0	4
R5357	3	1	75	0	0	7	0	3	0	7	0	16
R5358	50	0	436	0	1	91	1	27	8	20	13	52
R5359	58	3	279	0	4	24	1	26	19	12	3	137
R5360	2	0	28	0	1	4	0	5	0	1	1	2
R5361	21	5	167	0	0	69	0	12	7	4	1	78
R5362	41	1	239	0	3	27	0	25	3	11	6	24
R5363	30	0	182	0	0	22	0	16	2	1	0	29
R5364	27	0	222	0	4	15	0	26	3	7	4	30
R5365	32	0	182	0	5	27	2	8	3	11	2	68
R5366	3	0	10	0	0	0	0	1	0	0	3	0
R5367	33	1	126	0	2	8	0	16	5	1	5	44
R5368	0	0	0	0	0	0	0	1	0	0	0	1
R5369	0	0	0	0	0	0	0	0	0	0	0	0
R5370	0	0	1	0	0	0	0	0	0	0	0	0
R5371	33	1	185	0	4	28	1	12	1	15	9	52
R5372	2	0	9	0	0	0	0	0	0	0	0	0
R5373	0	0	0	0	0	0	0	0	0	0	0	0
R5375	13	0	93	1	4	12	0	7	1	2	2	7
R5376	41	0	341	0	0	61	0	17	5	12	14	55
R5377	2	0	24	0	0	10	0	5	0	1	0	5
R5378	1	0	17	0	0	1	0	0	1	0	0	2
R5379	0	0	1	0	0	1	0	0	0	0	0	0
R5380	4	0	11	0	0	0	0	0	0	2	0	0
R5381	51	0	398	0	5	65	0	35	9	5	1	124
R5382	20	0	163	0	0	23	0	12	5	10	17	46
R5383	30	0	278	0	3	21	1	15	4	9	9	30
R5384	1	0	15	0	0	2	0	2	0	2	0	0
R5385	0	0	0	0	0	0	0	0	0	0	0	0
R5386	0	0	0	0	0	0	0	0	0	0	0	0
R5387	44	0	356	1	5	27	1	20	3	19	18	34
R5388	12	0	68	0	1	5	0	14	11	0	0	12
R5389	90	6	682	0	8	66	0	44	28	25	14	223
R5390	25	0	350	0	2	20	1	41	8	2	1	63
R5392	101	1	272	0	6	85	0	13	7	14	5	80
R5393	7	0	52	0	0	9	0	6	0	2	1	30
R5394	55	4	418	0	0	29	0	23	11	11	22	121
R5395	92	6	290	0	0	26	0	34	22	7	0	223
R5396	1	0	1	0	0	0	0	0	0	0	0	0
R5397	10	0	74	1	1	18	0	5	0	4	2	12
R5398	4	0	33	0	0	5	0	0	0	1	2	2
R5399	92	1	483	6	13	70	2	33	3	29	14	99
R5400	0	0	1	0	0	0	0	0	0	0	0	0
R5401	9	0	103	0	0	14	0	7	2	5	6	6
R5402	32	0	267	1	1	20	0	5	3	18	21	29
R5403	8	0	106	0	0	11	0	17	1	3	2	13
R5404	63	0	291	1	3	23	0	25	10	13	3	61
R5405	2	0	18	1	0	2	0	0	1	4	1	8
R5406	0	0	0	0	0	0	0	0	0	0	1	0
R5407	0	0	0	0	0	0	0	0	0	0	0	0
R5408	40	0	423	0	4	55	0	33	12	14	25	45
R5409	69	2	545	3	14	75	0	36	7	24	32	86
R5410	14	0	83	0	0	19	0	13	5	3	2	22
R5411	117	0	805	3	12	51	2	40	9	64	19	100
R5412	26	2	197	0	2	5	1	21	3	3	4	36
R5413	6	0	105	0	0	31	0	8	1	5	2	13
R5414	1	0	9	0	0	4	0	0	0	0	0	0
R5415	4	1	108	0	0	15	0	5	1	3	1	20
R5416	8	0	62	0	0	6	0	8	2	3	0	21
R5417	24	0	115	0	2	12	0	18	2	1	4	23
R5418	0	0	135	0	0	30	0	33	0	0	0	84
R5419	8	0	116	0	0	15	1	4	2	2	2	18
R5421	31	1	102	0	2	11	0	16	3	3	0	41
R5422	0	0	0	0	0	0	0	0	0	0	0	0
R5423	27	1	162	0	4	30	0	6	4	9	8	17
R5424	0	0	9	0	0	1	0	0	0	0	0	1
R5425	17	0	235	0	2	28	0	6	9	12	16	51
R5426	0	0	1	0	0	1	0	0	0	0	0	0
R5427	0	0	0	0	0	0	0	0	0	0	0	0
R5428	30	0	205	0	0	31	0	10	5	8	1	74
R5429	74	2	569	2	8	41	0	41	8	20	6	165
R5430	122	1	446	0	8	34	0	59	15	24	5	166
R5431	0	0	0	0	0	0	0	0	0	0	0	0
R5432	52	1	214	1	3	13	0	37	24	3	4	64
R5433	0	0	1	0	0	0	0	0	0	0	1	0
R5434	70	1	281	0	5	30	0	14	1	12	0	52
R5435	0	0	1	0	0	0	0	0	0	0	0	1
R5436	0	0	0	0	0	0	0	0	0	0	0	0
R5437	20	0	130	0	1	14	0	14	1	5	7	33
R5438	6	0	33	0	1	1	0	6	0	0	1	10
R5439	0	0	14	0	0	0	0	0	1	0	0	0
R5440	0	0	1	0	0	1	0	0	0	1	0	0
R5441	13	0	110	0	0	9	0	13	5	2	8	36
R5442	39	0	356	2	2	39	0	25	16	17	12	63
R5443	0	0	0	0	0	0	0	0	0	0	0	0
R5444	5	0	64	0	0	16	1	1	1	1	0	3
R5445	38	0	267	0	2	25	3	212	4	3	5	98
R5446	8	3	129	0	0	13	0	10	4	3	4	44
R5447	18	0	141	0	6	9	0	7	2	14	27	34
R5448	0	0	8	0	0	2	0	0	1	0	0	2
R5449	8	0	55	0	0	5	0	8	0	5	2	17
R5450	3	0	41	0	0	10	0	4	0	0	0	1
R5451	12	0	69	0	0	16	0	9	2	2	4	21
R5452	32	0	230	0	0	23	0	22	4	3	2	40
R5453	37	0	197	1	1	41	0	14	3	3	3	40
R5454	20	1	202	0	3	20	0	38	5	3	0	99
R5455	0	0	19	0	1	2	0	1	0	3	0	3
R5456	0	0	1	0	0	0	0	0	0	0	0	0
R5457	28	1	330	0	3	23	0	30	9	4	1	40
R5458	0	0	13	0	0	2	0	2	0	0	0	2
R5459	13	1	110	0	2	11	0	16	5	6	1	32
R5460	2	0	21	0	0	5	0	0	0	0	0	4
R5461	0	0	9	0	0	2	0	3	0	0	0	0
R5462	6	0	42	0	0	5	0	2	1	2	2	9
R5463	0	0	4	0	0	1	0	0	1	0	0	0
R5464	3	0	16	0	0	0	0	1	0	1	1	4
R5465	0	0	0	0	0	0	0	0	0	0	0	0
R5466	36	0	236	2	5	24	0	18	4	11	17	12
R5467	0	0	0	0	0	0	0	0	0	0	0	0
R5468	8	0	30	0	1	2	0	4	1	1	0	26
R5469	5	0	75	0	0	1	0	12	0	0	0	5
R5470	1	0	44	0	0	19	0	1	0	0	0	12
R5471	0	0	1	0	0	0	0	0	0	0	0	0
R5472	0	0	0	0	0	0	0	0	0	0	0	0
R5474	34	0	227	1	1	42	0	10	4	5	7	31
R5475	1	0	2	0	0	0	0	0	0	0	0	0
R5476	1	0	8	0	0	1	0	2	0	1	0	0
R5477	38	0	163	0	1	22	0	26	3	2	1	50
R5478	0	0	4	0	0	0	0	2	0	0	3	0
R5479	15	0	118	0	2	18	0	12	6	9	5	13
R5480	12	0	117	0	2	15	0	3	1	2	3	6
R5481	27	0	225	0	0	26	1	9	8	18	8	28
R5482	0	0	3	0	0	1	0	2	0	0	0	0
R5483	6	0	180	0	0	57	0	7	3	1	12	11
R5484	1	0	38	0	0	6	0	3	0	3	1	2
R5485	0	0	1	0	0	0	0	0	0	0	0	0
R5486	39	0	279	0	6	21	1	19	7	11	15	49
R5487	19	0	167	1	2	17	0	2	2	5	3	32
R5488	41	2	272	0	1	31	1	34	4	17	5	39
R5489	27	0	335	0	8	40	0	17	3	14	16	42
R5490	20	0	146	2	0	16	0	12	2	11	9	34
R5492	0	0	0	0	0	0	0	0	0	0	0	0
R5493	66	3	274	0	5	50	0	27	10	7	3	89
R5494	65	0	149	0	5	38	1	11	2	4	1	36
R5495	6	0	66	0	0	3	0	0	0	6	5	7
R5496	39	2	167	0	0	11	0	29	9	4	1	42
R5497	13	0	71	0	4	13	0	19	5	2	0	22
R5498	206	0	554	1	8	104	0	33	14	25	13	70
R5499	0	0	0	0	0	0	0	0	0	0	0	0
R5500	14	0	176	0	0	35	0	8	0	4	2	2
R5501	0	0	19	0	1	4	0	0	0	1	3	2
R5502	0	0	0	0	0	0	0	0	0	0	0	0
R5503	30	1	211	2	3	13	1	42	11	7	9	119
R5504	0	0	334	0	0	313	0	0	0	0	0	46
R5505	0	0	0	0	0	0	0	0	0	0	0	0
R5506	0	0	3	0	0	0	0	0	0	0	0	1
R5507	10	1	162	0	0	27	0	16	18	3	0	42
R5508	14	0	114	1	0	13	0	14	2	12	3	9
R5509	21	0	250	0	0	14	0	10	1	0	0	19
R5511	0	0	2	0	0	0	0	0	0	0	0	0
R5512	0	0	0	0	0	0	0	0	0	0	0	0
R5513	18	0	135	2	1	15	0	10	1	6	8	33
R5514	0	0	3	0	0	1	0	0	0	1	0	0
R5515	22	0	267	1	0	17	0	15	4	5	8	34
R5516	8	0	95	0	0	2	2	4	1	4	9	8
R5517	2	0	30	0	0	6	0	0	0	1	0	4
R5518	11	0	118	0	1	9	0	12	5	0	9	18
R5520	0	0	0	0	0	0	0	0	0	0	0	0
R5521	1	0	5	0	0	0	0	0	1	0	0	0
R5522	2	0	9	0	0	1	0	7	0	0	0	1
R5523	2	0	26	0	0	5	0	2	1	1	0	1
R5524	29	0	308	0	1	14	0	74	2	1	0	132
R5525	30	0	131	1	0	7	0	1	3	3	5	60
R5526	8	0	121	1	3	17	0	11	4	4	6	57
R5527	6	0	32	0	0	9	0	0	1	2	1	13
R5528	37	0	329	0	7	33	0	23	3	7	16	70
R5529	31	0	160	0	5	17	1	13	3	9	8	30
R5530	9	0	112	0	1	11	0	3	2	6	5	15
R5531	0	0	0	0	0	0	0	0	0	0	0	0
R5532	0	0	0	0	0	0	0	0	0	0	0	0
R5533	103	2	563	0	5	61	0	34	15	9	5	190
R5534	1	0	6	0	0	0	0	1	0	0	0	0
R5535	34	0	297	0	2	37	0	25	5	8	16	47
R5536	14	1	79	0	0	2	0	12	5	1	0	26
R5537	1	0	1	0	0	0	0	1	0	0	0	0
R5538	0	0	102	0	0	10	0	5	0	1	0	7
R5539	4	0	32	0	0	4	0	2	0	1	0	4
R5540	23	0	102	1	2	14	0	2	10	0	0	52
R5541	0	0	2	0	0	0	0	0	0	0	0	0
R5542	1	0	1	0	0	0	0	1	0	0	0	0
R5543	76	1	264	0	1	22	0	36	7	6	8	56
R5544	0	0	1	0	0	0	0	0	0	0	0	0
R5545	0	0	0	0	0	0	0	0	0	0	0	0
R5546	22	0	143	0	0	4	0	17	5	4	2	38
R5547	5	1	85	0	0	8	0	6	0	1	0	4
R5548	34	1	256	0	5	28	1	8	2	7	9	47
R5549	19	0	183	0	4	17	1	43	6	12	6	70
R5550	1	0	2	0	0	0	0	2	0	0	1	0
R5551	6	0	142	0	1	24	0	5	3	3	4	12
R5552	30	0	82	0	0	12	0	4	0	3	1	39
R5553	0	0	2	0	0	2	0	0	0	0	0	0
R5554	9	0	74	0	1	8	0	0	1	2	2	13
R5555	92	0	487	1	4	38	2	54	21	8	29	176
R5556	30	0	90	0	2	12	0	9	2	0	1	38
R5557	0	1	5	0	0	2	0	0	0	1	0	0
R5558	25	1	147	0	7	17	0	21	5	5	3	32
R5559	7	0	72	0	1	13	0	10	1	0	1	11
R5560	6	0	99	0	0	18	0	3	1	2	4	8
R5561	0	0	10	0	0	0	0	0	0	0	0	0
R5562	94	2	456	0	5	73	0	22	11	10	4	144
R5563	0	0	0	0	0	0	0	0	0	0	0	0
R5564	42	0	257	0	2	22	1	14	9	7	6	31
R5565	0	0	109	0	0	0	0	3	0	12	0	2
R5566	10	0	108	0	1	10	0	6	3	0	2	8
R5567	93	2	418	2	9	47	1	47	13	23	6	107
R5568	0	0	1	0	0	1	0	0	0	0	0	0
R5569	88	0	501	1	13	64	0	22	14	28	31	65
R5570	11	0	157	0	0	8	0	7	1	12	7	38
R5571	0	0	0	0	0	0	0	0	0	0	0	0
R5572	21	0	171	1	4	31	0	17	3	5	9	28
R5573	10	0	107	0	0	23	0	6	1	6	5	16
R5574	28	0	329	2	14	64	0	11	8	14	10	43
