user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Should statements
R4707	55	2	418	0	5	31	1	31	7	20	146
R4708	23	0	166	0	1	24	0	5	2	6	32
R4709	0	0	0	0	0	0	0	0	0	0	0
R4710	35	1	376	0	0	80	0	39	5	3	89
R4711	22	0	324	0	2	23	0	25	0	10	27
R4712	16	0	240	0	5	40	0	2	0	2	17
R4713	0	0	0	0	0	0	0	0	0	0	0
R4714	5	0	24	0	0	4	0	1	1	0	21
R4715	0	0	0	0	0	0	0	0	0	0	0
R4716	4	2	224	0	6	51	0	6	5	0	87
R4717	0	0	0	0	0	0	0	0	0	0	0
R4718	0	0	3	0	0	0	0	0	0	0	1
R4719	38	0	1678	0	0	22	0	17	2	24	16
R4720	0	0	0	0	0	0	0	0	0	0	0
R4721	30	1	294	0	1	12	0	27	15	4	79
R4722	2	0	18	0	0	6	0	2	1	0	2
R4723	4	0	22	0	0	3	0	1	0	0	6
R4724	19	0	83	0	0	10	0	9	0	3	14
R4725	4	0	52	0	2	8	0	7	1	2	6
R4726	0	0	0	0	0	0	0	0	0	0	0
R4727	5	0	38	0	0	8	0	5	0	2	4
R4728	21	1	248	0	12	9	0	11	0	5	40
R4729	20	1	178	0	5	50	0	25	8	4	52
R4730	0	0	8	0	0	2	0	2	0	0	1
R4731	151	6	1112	1	5	94	0	67	7	9	291
R4732	32	0	471	0	7	69	0	33	2	18	53
R4733	14	3	170	0	2	33	0	13	5	2	59
R4734	34	2	196	1	8	11	0	13	2	10	87
R4735	20	0	158	0	0	33	0	8	2	8	11
R4736	24	1	295	0	0	15	0	12	1	5	37
R4737	0	0	0	0	0	0	0	0	0	0	1
R4738	11	0	40	0	0	8	0	5	0	2	15
R4739	1	0	2	0	0	1	0	0	0	0	0
R4740	76	0	318	0	7	39	0	22	3	14	89
R4741	2	0	14	0	0	0	0	0	0	0	2
R4742	13	0	118	0	3	6	0	22	0	1	44
R4743	29	3	98	0	1	1	0	14	3	0	49
R4744	0	0	0	0	0	0	0	0	0	0	0
R4745	1	0	2	0	0	1	0	0	0	0	0
R4746	0	0	0	0	0	0	0	0	0	0	0
R4747	34	0	162	0	1	232	0	20	4	6	39
R4748	19	0	172	0	4	7	0	21	2	9	25
R4749	10	0	78	0	0	12	0	2	1	2	13
R4750	0	0	0	0	0	0	0	0	0	0	0
R4751	6	0	29	0	0	8	0	0	0	3	13
R4752	0	0	0	0	0	0	0	0	0	0	0
R4753	18	1	234	0	1	22	0	12	0	5	45
R4754	8	0	111	0	6	8	0	5	1	4	19
R4755	13	1	112	0	0	32	0	3	2	3	78
R4756	31	0	209	1	8	56	0	16	6	9	46
R4757	29	0	241	0	5	27	1	21	3	12	43
R4758	0	0	0	0	0	0	0	0	0	0	0
R4759	2	0	1	0	0	0	0	0	0	0	0
R4760	11	0	59	0	2	5	0	3	0	3	9
R4761	0	0	3	0	0	1	0	1	0	0	1
R4762	24	1	263	0	3	26	0	19	3	7	95
R4763	74	2	450	0	5	96	0	21	1	6	112
R4764	3	0	156	0	0	57	0	19	5	3	21
R4765	130	0	621	0	6	61	0	103	13	16	164
R4766	49	2	239	0	2	34	0	25	2	5	82
R4767	9	0	145	0	0	25	2	23	4	12	33
R4768	4	0	71	0	0	10	0	13	1	3	20
R4769	22	5	322	0	0	46	0	20	0	0	47
R4770	2	0	26	0	0	0	0	3	0	1	2
R4771	12	0	324	0	2	21	0	10	2	7	50
R4772	57	0	418	0	3	36	0	66	15	13	73
R4773	41	1	259	0	2	42	0	12	4	10	57
R4774	0	0	5	0	0	0	0	4	0	0	0
R4775	49	0	364	0	5	51	0	21	0	7	85
R4776	51	3	451	0	7	54	1	43	7	13	143
R4777	0	0	0	0	0	0	0	0	0	0	0
R4778	42	0	479	1	2	227	0	57	3	8	122
R4779	25	0	362	0	1	32	0	20	2	7	66
R4780	0	0	2	0	0	1	0	0	0	0	0
R4782	2	0	16	0	0	1	0	1	1	1	5
R4783	22	1	334	0	5	29	0	16	4	3	84
R4785	23	0	194	0	3	9	0	18	0	10	45
R4786	26	0	348	0	3	49	0	21	3	7	47
R4787	0	0	0	0	0	0	0	0	0	0	0
R4788	17	0	109	0	2	10	0	8	1	2	23
R4789	15	1	209	1	0	11	0	3	2	1	20
R4791	42	0	378	1	6	72	0	14	1	7	85
R4792	0	0	21	0	0	6	0	0	1	0	4
R4793	2	0	62	0	0	7	1	3	0	0	15
R4794	5	0	108	0	0	28	0	4	0	0	14
R4795	2	1	129	0	0	28	0	6	0	6	19
R4796	0	0	37	0	0	11	0	6	0	1	8
R4797	70	8	545	1	1	67	0	48	11	11	139
R4798	7	0	58	0	1	6	0	5	3	1	25
R4799	3	0	11	0	0	1	0	0	0	1	2
R4800	0	0	15	0	1	1	0	1	1	1	1
R4801	15	0	135	0	1	9	1	6	6	4	40
R4802	0	0	0	0	0	0	0	0	0	0	0
R4803	17	0	283	0	7	24	0	17	3	3	51
R4804	17	0	238	1	0	64	0	10	2	8	15
R4805	0	0	0	0	0	0	0	0	0	0	0
R4806	17	1	277	0	0	13	0	14	3	21	42
R4807	15	1	189	0	3	16	0	6	1	4	21
R4808	6	0	90	0	1	13	0	5	0	2	10
R4809	9	0	250	0	4	32	0	59	1	1	65
R4810	9	1	134	0	0	23	0	34	2	1	33
R4811	3	0	23	0	0	6	0	1	1	0	6
R4812	1	0	14	0	0	3	0	0	0	0	0
R4813	46	0	183	0	2	49	0	3	1	5	18
R4814	36	2	372	0	1	40	0	23	2	10	56
R4815	1	0	13	0	0	0	0	3	0	0	4
R4816	32	2	210	0	3	21	0	17	4	23	58
R4817	45	3	388	0	8	74	1	14	0	5	97
R4818	8	0	70	0	2	8	0	11	2	1	17
R4819	2	0	2	0	0	0	0	0	0	0	2
R4820	0	0	1	0	0	0	0	0	0	0	0
R4821	64	0	338	0	3	32	0	74	8	9	142
R4822	6	0	173	0	0	39	0	7	1	2	50
R4823	0	0	0	0	0	0	0	0	0	0	0
R4824	7	0	168	0	0	15	0	9	1	4	9
R4825	4	0	125	1	1	14	0	6	1	6	40
R4826	28	0	389	0	3	49	0	24	6	4	64
R4827	44	4	333	0	7	24	0	36	13	16	101
R4828	51	0	254	0	1	45	0	18	2	8	62
R4829	35	1	262	0	1	38	0	12	2	4	29
R4831	17	1	157	0	4	26	0	10	7	5	50
R4832	74	0	490	0	4	19	0	96	11	17	120
R4833	90	2	421	0	7	65	0	40	5	21	138
R4834	13	0	117	0	5	11	0	7	0	5	32
R4835	0	0	4	0	0	2	0	0	0	0	0
R4836	24	0	266	0	1	59	0	24	2	13	39
R4837	77	0	286	0	2	22	1	43	19	9	125
R4838	5	0	33	0	0	3	0	3	2	0	7
R4839	0	0	9	0	0	2	0	0	0	0	0
R4840	124	4	620	0	6	103	0	67	16	31	284
R4841	0	0	0	0	0	1	0	0	0	0	0
R4842	18	0	129	0	0	13	0	9	3	6	47
R4843	0	0	0	0	0	0	0	0	0	0	0
R4844	84	0	473	2	13	33	2	55	1	39	99
R4845	0	0	0	0	0	0	0	0	0	0	0
R4846	0	0	3	0	0	4	0	0	0	0	2
R4847	4	0	53	0	0	5	0	4	1	3	29
R4848	0	0	8	0	0	7	0	0	0	0	3
R4849	6	1	82	0	0	39	0	0	0	1	8
R4850	1	0	34	0	0	1	0	0	0	1	5
R4851	0	0	13	0	0	0	0	2	0	0	0
R4852	4	1	92	0	2	8	0	10	2	6	44
R4853	10	0	124	0	2	19	0	10	0	3	11
R4854	0	0	11	0	0	0	0	0	0	0	4
R4855	2	0	66	0	0	8	0	1	0	1	10
R4856	0	0	2	0	0	0	0	0	0	0	0
R4857	57	4	627	2	8	90	1	65	4	23	169
R4858	26	0	210	0	5	13	0	16	0	8	44
R4859	8	0	127	0	2	16	0	7	4	6	31
R4860	8	1	108	0	1	19	0	11	1	2	16
R4861	15	0	148	0	1	12	0	13	2	3	37
R4862	13	0	145	0	3	10	0	12	2	6	36
R4863	2	0	6	0	0	4	0	2	1	1	0
R4865	1	0	10	0	0	2	0	0	0	0	1
R4866	1	0	0	0	0	1	0	0	0	0	2
R4867	5	0	28	0	0	2	0	3	0	0	4
R4868	12	1	69	0	1	12	0	1	0	2	18
R4869	29	0	221	1	1	28	1	15	3	5	51
R4870	30	0	191	0	2	23	0	14	0	5	60
R4871	30	0	91	0	0	3	0	20	1	3	33
R4872	51	0	328	0	9	47	0	27	3	17	44
R4873	312	4	726	0	16	123	0	68	44	9	213
R4874	2	0	47	0	0	15	0	3	1	0	4
R4875	102	0	526	0	0	191	0	0	0	0	0
R4876	0	0	14	0	0	0	0	0	0	1	2
R4877	24	0	138	0	3	14	0	7	0	4	36
R4878	1	0	29	0	0	2	0	2	0	0	9
R4879	26	0	232	0	3	29	0	9	5	4	59
R4880	17	0	292	0	1	52	0	9	6	7	44
R4881	51	0	238	0	4	51	0	31	1	7	75
R4883	1	0	9	0	0	3	0	1	0	0	6
R4884	28	1	239	0	1	27	0	32	10	15	51
R4885	1	0	13	0	0	2	0	1	0	0	1
R4886	3	0	30	0	0	7	0	1	0	1	5
R4887	0	0	1	0	0	0	0	0	0	0	0
R4888	1	0	59	0	0	7	0	1	1	1	10
R4889	0	0	1	0	0	0	0	0	0	0	0
R4890	0	0	5	0	0	1	0	0	0	0	1
R4891	7	0	95	0	2	14	0	2	0	2	11
R4892	10	1	265	0	0	23	0	15	1	1	11
R4893	20	1	382	0	1	100	0	18	1	5	51
R4894	15	0	310	0	0	168	0	3	0	31	47
R4895	1	0	48	0	3	4	0	7	2	2	9
R4896	0	0	28	0	0	10	0	0	0	1	3
R4897	7	0	62	0	1	8	0	7	0	2	12
R4898	25	1	146	0	0	29	0	10	0	2	25
R4899	47	3	173	0	0	18	0	18	5	6	97
R4900	0	0	1	0	0	0	0	0	0	0	0
R4901	86	1	447	0	14	56	1	27	2	34	72
R4902	19	0	159	0	0	11	0	17	8	1	67
R4903	0	0	0	0	0	0	0	0	0	0	0
R4904	4	0	9	0	0	4	0	0	0	0	0
R4905	7	0	101	0	0	14	0	3	0	7	21
R4907	0	0	0	0	0	0	0	0	0	0	0
R4908	10	1	75	0	6	11	0	4	2	1	15
R4909	24	0	217	0	4	19	0	9	3	5	20
R4910	1	0	25	0	0	3	0	0	0	0	0
R4911	1	0	4	0	0	0	0	2	1	0	0
R4912	11	0	367	0	4	17	0	11	1	12	42
R4913	55	1	308	0	3	44	0	43	9	7	89
R4914	0	0	11	0	1	1	0	1	0	0	3
R4915	0	0	3	0	0	0	0	0	0	0	0
R4916	15	0	109	0	0	6	0	21	2	7	22
R4917	17	0	157	0	1	17	0	27	2	0	20
R4918	0	0	9	0	0	0	0	3	0	0	1
R4919	4	0	95	0	3	9	0	13	2	4	24
R4921	10	0	184	0	1	10	0	14	2	2	15
R4922	9	0	96	0	1	7	0	2	2	3	19
R4923	7	1	20	0	0	2	0	1	0	1	8
R4924	62	0	532	1	3	89	1	35	4	13	99
R4925	1	0	57	0	0	5	0	0	1	1	3
R4926	14	1	134	1	1	18	0	4	1	5	21
R4927	2	0	5	0	0	1	0	0	0	1	2
R4929	29	2	285	0	0	24	0	25	1	3	39
R4930	1	0	2	0	0	0	0	0	0	0	2
R4931	6	0	57	0	0	15	0	6	0	6	12
R4932	0	0	3	0	0	0	0	0	0	0	1
R4934	0	0	136	0	0	0	0	0	0	0	0
R4935	2	0	17	0	0	1	0	4	1	0	6
R4936	4	0	44	0	2	12	0	4	0	1	7
R4937	1	0	23	0	0	1	0	0	0	0	0
R4938	4	0	52	0	0	3	0	3	1	0	5
R4939	66	2	529	1	3	82	0	24	5	6	76
R4940	1	0	5	0	0	0	0	0	0	0	0
R4941	8	1	69	0	1	4	0	6	0	0	10
R4943	3	0	16	0	0	3	0	0	0	0	0
R4944	1	0	10	0	0	0	0	0	0	0	0
R4945	0	0	0	0	0	0	0	0	0	0	0
R4946	6	0	61	0	1	10	0	3	1	4	13
R4947	2	0	67	0	0	6	0	1	1	2	10
R4948	34	0	162	0	0	25	1	13	1	5	20
R4949	23	0	270	0	2	15	0	29	2	4	44
R4950	0	0	0	0	0	0	0	0	0	0	0
R4951	23	2	399	1	1	91	0	25	8	13	26
R4952	23	1	300	0	2	49	0	30	4	5	42
R4953	17	0	159	0	5	37	0	1	1	8	20
R4954	6	1	45	0	2	3	0	4	0	1	20
R4955	15	0	118	0	0	21	0	9	2	2	51
R4956	0	0	0	0	0	0	0	0	0	0	0
R4957	0	0	9	0	0	1	0	0	0	0	3
R4959	16	0	123	0	2	14	0	7	1	0	22
R4960	1	0	3	0	0	1	0	0	0	0	0
R4961	10	1	208	0	1	23	0	24	2	2	18
R4962	25	1	454	0	5	28	0	25	3	18	52
R4963	30	1	501	0	3	74	0	25	7	13	50
R4964	20	0	186	0	0	30	0	9	1	2	27
R4965	4	0	170	0	0	35	0	10	1	2	35
R4966	89	1	636	0	8	64	0	50	5	31	185
R4968	0	0	0	0	0	0	0	0	0	0	0
R4969	0	0	2	0	0	0	0	1	0	0	0
R4970	16	1	295	0	1	10	0	20	11	4	99
R4971	21	0	168	0	0	14	0	7	3	0	51
R4972	4	0	35	0	0	2	0	3	0	0	7
R4973	43	0	329	0	5	42	0	29	6	6	94
R4974	23	0	158	0	2	9	0	11	1	1	11
R4975	11	0	117	0	1	8	0	6	6	3	21
R4976	12	0	72	0	1	4	0	1	1	1	11
R4977	18	0	75	0	1	8	0	4	0	2	12
R4978	1	0	9	0	1	0	0	0	0	0	1
R4979	0	0	2	0	0	0	0	0	0	0	0
R4980	27	0	288	0	0	31	0	26	8	6	17
R4981	8	2	140	0	0	11	0	0	7	1	4
R4982	0	0	0	0	0	0	0	0	0	0	0
R4983	10	0	133	0	6	8	0	14	5	4	40
R4984	0	0	0	0	0	0	0	0	0	0	0
R4985	13	0	227	0	1	60	0	8	0	4	22
R4986	8	0	75	0	0	8	0	6	0	0	6
R4987	0	0	0	0	0	0	0	0	0	0	0
R4988	58	3	187	0	1	24	0	19	15	11	102
R4989	11	1	66	0	0	3	0	7	0	1	5
R4990	68	0	503	0	2	47	1	68	7	10	110
R4991	10	0	74	0	0	2	0	4	5	1	18
R4992	0	0	3	0	0	0	0	0	0	0	0
R4994	0	0	1	0	0	0	0	0	0	0	0
R4995	1	0	10	0	0	2	0	0	1	1	4
R4996	7	0	49	0	0	2	0	3	2	1	10
R4997	0	0	21	0	0	5	0	0	0	0	5
R4998	3	2	110	0	0	41	0	6	0	0	44
R4999	14	0	118	0	2	11	0	10	3	11	25
R5000	4	0	17	0	1	2	0	1	0	1	4
R5001	6	1	74	0	0	10	0	4	0	2	15
R5002	85	1	474	0	24	61	1	58	10	11	168
R5003	0	0	0	0	0	0	0	0	0	0	0
R5004	2	0	25	0	0	11	0	1	0	0	7
R5005	11	0	90	0	0	9	0	13	2	1	26
R5006	0	0	6	0	0	2	0	0	0	2	0
R5007	1	0	5	0	0	3	0	1	0	0	1
R5008	0	0	12	0	0	1	0	0	0	1	2
R5009	3	0	210	0	0	46	0	17	0	1	49
R5010	6	0	62	0	0	31	0	1	0	0	0
R5011	7	0	60	0	1	19	0	6	1	1	11
R5012	62	0	216	0	5	33	0	14	4	3	68
R5013	0	0	64	0	1	7	0	11	1	0	6
R5014	72	9	452	0	6	31	11	35	64	5	67
R5015	35	0	372	0	3	31	0	30	5	12	48
R5016	12	1	96	0	1	14	1	10	1	1	30
R5017	2	0	59	0	2	12	0	1	0	3	4
R5018	1	1	22	0	0	9	0	1	2	3	3
R5019	17	1	231	0	5	47	0	20	4	11	25
R5020	0	0	12	0	0	4	0	1	0	0	1
R5021	11	0	158	0	2	29	0	6	1	6	28
R5022	29	7	488	0	7	27	0	82	20	6	260
R5023	0	0	8	0	0	0	0	1	0	0	1
R5024	1	0	1	0	0	0	0	0	1	0	1
R5025	2	0	58	0	0	5	0	3	2	4	5
R5026	57	0	369	0	7	33	0	11	2	8	59
R5027	1	0	17	0	0	1	0	1	0	1	3
R5028	20	0	169	0	1	20	0	9	1	4	37
R5029	11	2	113	0	1	16	0	9	3	4	35
R5030	8	0	112	0	4	14	0	4	0	4	12
R5031	19	0	208	0	1	14	0	17	0	7	45
R5032	0	0	0	0	0	0	0	0	0	0	0
R5033	1	0	2	0	0	0	0	0	0	0	0
R5034	9	1	70	0	0	9	0	10	6	0	16
R5035	0	0	1	0	0	0	0	0	0	0	0
R5036	5	0	215	0	10	22	0	10	1	4	14
R5037	19	0	219	0	0	39	1	19	6	9	34
R5038	7	0	60	0	1	3	0	4	0	1	5
R5039	24	1	346	0	5	36	0	25	6	13	64
R5040	0	0	3	0	0	0	0	0	0	0	0
R5041	1	0	0	0	0	0	0	0	0	0	0
R5042	10	1	104	0	1	8	0	12	4	2	14
R5043	62	0	229	0	0	17	0	29	6	4	89
R5044	10	0	48	0	1	6	0	6	1	2	12
R5045	0	0	1	0	0	0	0	0	0	0	0
R5046	2	0	37	0	1	7	0	2	0	1	4
R5047	52	0	320	0	1	23	0	25	6	2	76
R5048	8	0	45	0	0	12	0	3	0	1	8
R5049	2	0	7	0	0	1	0	0	0	0	3
R5050	0	0	6	0	0	0	0	1	0	0	1
R5051	1	0	52	0	0	14	0	4	4	0	10
R5052	1	0	3	0	0	0	0	1	0	0	0
R5053	2	0	20	0	0	2	1	1	0	2	3
R5054	42	2	182	0	2	27	0	7	2	14	37
R5055	3	0	15	0	0	6	0	0	0	1	2
R5056	1	0	20	0	0	6	0	0	0	1	0
R5057	0	0	1	0	0	0	0	0	0	0	0
R5058	19	0	116	0	1	12	0	15	1	5	43
R5059	0	0	21	0	0	2	0	2	0	0	5
R5060	72	0	344	0	3	35	0	27	8	7	76
R5061	21	0	200	0	2	15	1	22	0	5	48
R5062	0	0	0	0	0	0	0	0	0	0	0
R5063	42	1	278	0	7	27	0	34	16	8	98
R5064	0	0	5	0	0	2	0	0	1	0	2
R5065	30	1	410	0	0	61	0	22	7	15	46
R5066	97	1	513	0	6	66	1	54	3	19	115
R5067	3	0	36	0	0	3	0	2	0	0	6
R5068	0	0	15	0	0	1	0	1	0	2	2
R5069	31	0	259	0	5	43	0	20	5	5	106
R5070	6	0	212	0	0	19	0	20	2	1	17
R5071	54	1	292	0	3	29	0	54	14	17	74
R5072	15	0	107	0	2	9	0	1	2	1	22
R5073	2	0	30	0	0	1	0	1	0	0	5
R5074	6	0	61	0	0	6	0	4	1	1	8
R5075	12	0	584	0	0	6	0	5	1	1	22
R5076	0	0	6	0	0	0	0	1	0	0	0
R5077	1	0	7	0	0	1	0	0	0	0	2
R5079	33	0	183	0	0	12	0	33	4	3	38
R5080	0	0	18	0	0	2	0	0	0	0	6
R5081	8	0	147	0	2	5	0	10	1	1	39
R5082	27	0	256	0	1	43	0	28	7	5	55
R5083	0	0	4	0	0	0	0	0	0	0	0
R5084	0	0	7	0	0	2	0	0	0	0	2
R5085	25	1	271	0	2	23	0	19	5	12	36
R5086	0	0	26	0	0	5	0	4	0	2	1
R5087	14	0	126	0	0	10	0	14	1	1	3
R5088	16	1	69	0	0	4	0	14	1	2	18
R5089	39	0	189	0	1	16	1	11	3	9	41
R5090	23	0	285	0	0	55	0	20	4	2	21
R5091	2	0	16	0	0	1	0	4	0	0	6
R5092	1	0	3	0	0	1	0	0	0	0	0
R5093	3	0	56	0	0	8	0	4	1	2	13
R5094	11	0	57	0	0	3	0	9	2	5	17
R5096	0	0	4	0	0	0	0	1	0	0	0
R5097	11	0	65	0	0	16	0	9	0	0	10
R5098	0	0	9	0	0	0	0	1	0	0	0
R5099	17	0	35	0	0	4	0	2	0	1	12
R5100	5	0	24	0	0	11	0	3	0	0	39
R5101	2	0	44	0	1	3	0	3	1	1	13
R5102	0	0	2	0	0	0	0	0	0	0	0
R5103	3	0	37	0	0	6	0	6	0	2	0
R5104	3	0	98	0	2	8	0	6	2	2	18
R5105	21	0	176	0	3	32	0	6	2	1	49
R5106	26	0	165	0	2	9	0	29	4	5	28
R5107	57	2	450	1	13	70	0	43	9	14	79
R5108	10	1	41	0	0	2	0	3	1	0	20
R5109	0	0	2	0	0	0	0	0	0	0	1
R5110	0	0	0	0	0	0	0	0	0	0	0
R5111	0	0	0	0	0	0	0	0	0	0	0
R5112	1	0	24	0	1	0	0	1	1	0	2
R5113	0	0	1	0	0	0	0	1	0	0	0
R5114	7	0	159	0	1	8	0	16	2	2	25
R5115	137	0	581	0	10	78	0	130	12	13	190
R5116	4	0	77	0	0	9	0	4	2	6	7
R5117	2	0	12	0	0	2	0	2	0	0	0
R5118	0	0	0	0	0	0	0	0	0	0	0
R5119	1	0	25	0	0	5	0	0	0	0	5
R5120	0	0	1	0	0	0	0	0	0	0	0
R5121	7	1	309	0	0	30	0	6	0	30	10
R5122	0	0	496	0	0	21	0	1	1	0	15
R5123	1	0	24	0	0	3	0	1	0	1	2
R5124	0	0	13	0	0	1	0	0	0	1	3
R5125	0	0	7	0	0	2	0	0	0	0	0
R5126	0	0	0	0	0	0	0	0	0	0	0
R5127	48	0	284	0	10	21	0	35	7	7	87
R5128	10	0	153	0	2	31	0	13	1	1	28
R5129	43	0	197	0	1	22	0	17	1	5	28
R5130	15	0	358	0	0	34	1	17	5	1	17
R5131	0	0	1	0	0	1	0	0	0	0	0
R5132	17	0	129	0	0	19	0	14	2	2	18
R5133	16	1	80	0	0	7	0	4	1	2	30
R5134	0	0	2	0	0	0	0	0	0	0	0
R5135	0	0	1	0	0	2	0	1	0	0	0
R5136	18	0	235	0	3	22	0	24	2	8	50
R5137	19	0	195	0	2	11	0	13	0	1	15
R5138	8	0	84	0	3	11	0	89	0	4	32
R5139	66	0	226	0	2	26	0	42	7	3	83
R5140	59	5	479	0	1	35	1	44	22	6	145
R5141	28	0	277	0	3	32	0	12	1	2	59
R5142	3	0	88	0	2	19	0	6	0	2	5
R5143	2	0	8	0	0	0	0	1	0	0	5
R5144	16	0	180	0	2	24	0	7	4	8	59
R5145	10	0	100	0	1	7	0	5	0	1	7
R5146	59	0	512	0	4	57	1	64	10	22	159
R5147	1	0	39	0	0	2	0	0	0	0	6
R5148	0	0	0	0	0	0	0	0	0	0	0
R5149	0	0	0	0	0	0	0	0	0	0	0
R5150	44	6	365	0	12	53	0	14	5	14	68
R5151	26	0	187	0	2	75	0	9	1	5	26
R5152	12	1	94	0	0	13	0	10	1	1	16
R5153	0	0	4	0	0	0	0	0	0	0	0
R5154	20	0	287	0	2	43	0	12	2	6	35
R5155	9	0	45	0	2	4	0	5	1	2	10
R5156	1	0	1	0	0	0	0	0	0	0	0
R5157	0	0	3	0	0	0	0	0	0	0	0
R5159	23	1	117	0	1	21	0	21	3	1	32
R5160	0	0	37	0	0	6	0	2	0	0	2
R5161	27	0	348	0	1	38	0	39	5	6	82
R5162	1	0	14	0	0	2	0	6	0	0	0
R5163	8	0	86	0	2	3	0	12	2	8	38
R5164	0	0	7	0	0	2	0	0	0	0	1
R5165	0	0	0	0	0	0	0	0	0	0	0
R5166	0	0	7	0	0	3	0	0	0	0	2
R5167	15	0	268	0	2	26	0	40	9	6	68
R5168	0	0	3	0	0	0	0	1	0	0	0
R5169	31	2	313	0	3	67	0	17	8	8	76
R5170	0	0	0	0	0	0	0	0	0	0	1
R5171	20	0	357	0	0	38	0	34	9	4	9
R5172	0	0	0	0	0	0	0	3	0	0	0
R5173	14	2	79	0	1	9	0	5	1	1	38
R5174	29	3	213	0	3	31	1	12	3	3	43
R5176	0	0	0	0	0	0	0	0	0	0	0
R5177	38	0	421	0	0	64	0	57	8	2	23
R5178	7	0	101	0	0	12	0	6	0	2	32
R5179	0	0	0	0	0	0	0	0	0	0	0
R5180	0	0	0	0	0	1	0	0	0	0	0
R5181	2	0	12	0	0	2	0	0	0	0	1
R5182	87	1	466	0	4	64	0	57	8	15	101
R5183	4	0	47	0	1	5	0	8	1	6	5
R5184	0	0	10	0	0	4	0	0	0	0	1
R5185	2	0	43	0	0	9	0	11	1	0	8
R5186	1	0	4	0	0	0	0	1	0	0	2
R5187	7	0	23	0	0	0	0	0	0	0	4
R5188	1	0	48	0	1	11	0	8	0	1	11
R5189	33	0	406	0	0	80	0	28	2	6	48
R5190	0	0	6	0	0	1	0	0	0	0	0
R5191	0	0	1	0	0	0	0	0	0	0	0
R5192	4	0	186	0	0	7	0	11	1	11	39
R5193	1	0	17	0	0	0	0	1	0	0	15
R5194	10	1	157	0	4	24	0	9	5	9	33
R5195	9	0	510	0	0	41	0	13	3	0	15
R5196	30	0	425	0	4	31	0	24	0	17	37
R5197	24	1	122	1	2	12	0	11	0	8	58
R5198	0	0	301	0	0	476	0	1	0	0	0
R5199	4	0	66	0	1	12	0	11	1	1	7
R5200	50	0	255	0	2	33	0	9	0	10	32
R5201	45	0	258	0	2	29	0	16	1	14	33
R5202	31	0	107	0	0	13	0	16	1	3	29
R5203	0	0	0	0	0	0	0	0	0	0	0
R5204	32	0	264	0	6	49	0	22	5	8	72
R5205	62	0	422	0	2	28	0	32	3	15	103
R5206	131	3	494	2	18	60	0	18	12	12	169
R5207	68	1	418	0	5	69	0	37	0	24	109
R5208	15	0	320	0	0	32	0	61	0	14	186
R5209	12	0	261	1	0	132	0	6	10	0	25
R5210	0	0	0	0	0	1	0	0	0	0	0
R5211	24	1	212	0	0	38	0	3	1	6	56
R5212	73	0	677	3	16	86	0	34	10	25	112
R5213	9	0	61	0	1	7	0	5	0	2	28
R5214	0	0	0	0	0	0	0	0	0	0	0
R5215	16	0	67	0	1	8	0	5	1	0	31
R5216	0	0	8	0	0	0	0	0	0	0	0
R5217	0	0	0	0	0	0	0	0	0	0	0
R5218	1	0	3	0	0	2	0	1	0	0	2
R5219	0	0	0	0	0	0	0	0	0	0	0
R5220	2	0	1	0	0	0	0	0	0	0	0
R5222	3	0	23	0	1	6	0	1	0	1	6
R5223	1	0	10	0	0	3	0	0	1	0	3
R5224	1	0	23	0	0	0	0	8	0	0	0
R5225	0	0	5	0	0	0	0	1	0	0	1
R5226	5	0	71	0	3	10	0	0	3	4	17
R5227	1	0	8	0	0	4	0	0	0	0	0
R5228	32	0	340	0	2	42	0	42	6	8	63
R5229	3	0	17	0	0	2	0	0	0	0	1
R5230	85	1	601	2	11	83	0	67	8	14	125
R5231	12	0	217	0	1	20	0	9	2	8	33
R5232	58	1	309	0	6	48	1	22	5	16	79
R5233	0	0	0	0	0	0	0	0	0	0	0
R5234	1	0	78	0	0	7	0	4	1	1	8
R5235	21	0	115	0	3	17	0	33	4	4	37
R5236	0	0	136	0	0	14	0	0	0	1	2
R5237	0	0	1	0	0	0	0	0	0	0	0
R5238	15	1	284	0	5	55	0	30	8	4	83
R5239	4	0	76	0	1	8	0	2	0	0	8
R5240	0	0	2	0	0	0	0	0	0	0	1
R5241	75	0	556	0	9	84	0	63	3	20	132
R5242	0	0	1	0	0	0	0	0	0	0	2
R5243	0	0	1	0	0	0	0	0	0	0	0
R5244	0	0	0	0	0	0	0	0	0	0	0
R5245	0	0	10	0	0	1	0	2	0	0	4
R5246	8	0	122	0	1	20	0	4	0	1	18
R5247	0	0	18	0	0	5	0	1	0	0	3
R5248	3	0	21	0	1	1	0	2	0	0	16
R5249	6	0	37	0	0	14	0	1	0	0	8
R5250	7	1	57	0	2	9	0	4	0	0	16
R5251	0	0	79	0	79	0	0	79	0	0	0
R5252	9	0	192	0	0	23	1	4	3	3	19
R5253	89	2	570	1	6	41	0	82	7	33	172
R5254	2	0	58	0	0	4	0	3	3	3	6
R5255	57	0	320	0	5	33	0	56	7	10	89
R5256	63	0	381	0	4	43	0	36	3	13	185
R5257	41	0	170	0	1	24	0	8	1	6	32
R5258	1	0	46	0	0	12	1	3	1	4	7
R5259	5	0	33	0	0	6	0	1	1	3	2
