user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Should statements
D0152	27	1	259	1	2	28	0	19	4	16	71
D0078	118	1	473	0	4	66	1	57	9	17	150
D0102	10	0	99	0	3	14	0	11	1	8	23
D0335	8	0	116	0	0	25	0	12	3	0	26
D0105	34	0	245	0	0	35	0	20	3	15	37
D0322	10	3	111	0	2	12	0	11	2	10	25
D0425	14	0	101	1	1	9	0	8	0	6	22
D0033	60	1	438	0	8	31	0	31	6	9	107
D0158	37	2	338	0	1	23	0	28	6	33	50
D0209	62	2	439	0	1	33	0	47	6	16	77
D0027	35	1	223	0	3	24	0	16	4	9	24
D0239	70	1	414	1	3	62	0	43	3	11	57
D0237	33	0	274	0	2	32	0	30	6	11	42
D0116	2	0	12	0	0	1	0	1	0	0	2
D0189	24	0	120	0	0	9	0	3	0	6	17
D0357	70	0	361	0	5	24	0	76	10	14	270
D0255	114	4	624	3	22	43	0	48	13	28	143
D0271	4	0	91	0	1	17	0	3	0	1	7
D0148	56	1	630	0	3	38	1	46	7	30	108
D0107	38	0	165	0	6	17	0	17	3	3	97
D0007	8	0	93	0	0	10	0	4	0	3	4
D0053	38	0	597	1	3	52	0	14	5	19	73
D0414	3	1	31	0	0	4	0	3	0	1	3
D0251	16	2	204	0	2	36	0	19	2	3	49
D0401	38	0	284	0	3	35	0	11	4	9	67
D0235	51	0	272	0	2	38	1	14	2	38	39
D0268	13	0	103	0	1	14	0	8	3	4	29
D0395	17	0	199	0	6	44	0	16	6	8	38
D0163	32	0	248	0	7	30	0	8	3	10	48
D0072	53	2	343	0	2	33	0	49	7	11	77
D0020	51	0	435	0	12	51	0	25	5	27	55
D0323	9	0	103	0	2	13	0	12	1	5	11
D0206	8	0	88	0	1	9	0	10	2	3	21
D0267	12	1	297	0	4	52	0	19	1	3	33
D0095	44	1	554	2	3	52	0	34	6	12	103
D0094	46	1	382	1	2	52	1	35	4	19	78
D0208	14	0	165	0	2	23	1	18	5	3	43
D0250	0	0	5	0	0	0	0	1	0	0	2
D0045	41	1	344	0	2	43	0	28	2	7	62
D0012	71	0	388	1	3	56	0	15	4	20	78
D0054	26	0	237	0	2	37	1	10	2	5	35
D0087	8	0	129	0	6	17	0	19	1	4	24
D0138	18	1	288	0	1	46	0	22	3	11	23
D0181	17	0	286	0	3	32	0	33	2	5	49
D0122	56	1	488	0	3	97	0	43	5	11	82
D0371	14	0	40	0	2	8	0	7	0	1	16
D0021	21	0	377	1	13	53	0	21	3	9	58
D0153	19	1	159	1	2	21	0	4	0	8	61
D0128	21	0	236	0	6	35	0	13	4	5	41
D0129	53	1	255	0	3	43	0	32	0	6	50
D0274	11	0	304	0	2	67	0	24	2	4	55
D0350	4	0	37	0	0	4	0	5	0	1	9
D0387	19	0	209	0	3	19	0	14	1	15	41
D0383	1	0	8	0	0	0	0	0	0	3	1
D0340	29	0	203	0	2	19	1	22	6	6	85
D0156	20	0	271	0	8	33	0	28	1	7	40
D0294	125	2	675	2	20	67	0	56	9	36	178
D0411	0	0	18	0	0	4	0	3	0	1	1
D0171	4	0	117	0	0	49	1	22	0	7	43
D0192	21	0	274	0	3	28	0	8	4	4	39
D0253	40	1	322	0	5	49	0	27	3	10	88
D0377	7	1	57	0	0	14	0	4	3	5	11
D0018	12	0	226	0	1	15	0	11	3	6	21
D0258	3	0	69	0	0	5	0	1	3	1	15
D0081	25	0	231	1	0	49	0	14	1	8	34
D0256	9	0	41	0	0	8	0	2	1	1	9
D0219	1	0	7	0	0	0	0	0	0	0	3
D0076	9	1	351	0	1	36	1	14	4	17	58
D0259	12	0	116	0	0	12	0	10	0	5	23
D0104	29	0	428	0	2	69	0	24	6	14	111
D0197	25	1	136	0	1	18	0	27	2	4	22
D0006	61	0	271	1	2	18	0	40	1	3	69
D0329	2	0	69	0	0	10	0	4	0	0	13
D0394	9	0	106	0	2	18	0	10	1	2	20
D0074	39	1	526	0	1	100	2	37	3	5	89
D0118	2	0	17	0	0	3	0	0	0	0	1
D0082	29	0	298	0	5	23	0	10	1	12	28
D0164	38	1	176	0	2	19	0	11	4	3	32
D0308	1	0	8	0	0	2	0	1	0	1	2
D0204	10	0	93	0	5	12	0	5	1	2	21
D0412	19	1	192	0	0	34	0	9	2	3	46
D0032	19	0	160	0	1	12	0	2	3	9	19
D0213	12	0	89	0	1	7	0	3	0	2	7
D0427	15	0	163	0	1	24	0	13	4	9	61
D0359	71	0	391	0	5	42	0	27	1	9	49
D0013	17	1	275	0	5	53	0	16	2	7	37
D0295	11	0	140	0	1	38	0	12	2	5	18
D0375	41	2	347	0	3	19	0	32	5	8	105
D0415	2	0	14	0	0	4	0	1	0	0	2
D0099	12	0	131	0	1	27	0	4	1	1	54
D0088	6	0	53	0	0	9	0	2	0	3	6
D0068	22	1	392	1	3	39	0	25	2	16	62
D0270	9	1	140	0	0	14	0	10	0	1	32
D0035	21	0	417	1	0	50	0	32	5	7	77
D0314	12	0	304	0	8	24	1	21	1	4	32
D0385	2	0	19	0	1	5	0	1	0	1	6
D0419	8	0	111	0	2	11	0	7	3	3	18
D0096	61	0	314	0	5	66	1	9	1	7	87
D0200	54	0	331	0	7	40	0	18	7	9	89
D0435	26	0	110	0	0	11	0	9	0	10	33
D0101	77	3	353	0	6	28	0	33	11	11	133
D0132	20	0	157	0	0	23	0	11	0	3	18
D0147	12	0	249	0	1	53	0	17	5	4	28
D0356	0	0	11	0	2	2	0	0	0	0	5
D0034	42	0	430	3	3	92	0	10	5	18	45
D0306	29	0	185	0	0	10	0	16	3	11	49
D0103	1	0	50	0	0	6	1	5	0	0	7
D0212	1	0	30	0	0	5	0	2	0	0	3
D0252	6	1	150	0	2	22	0	12	2	2	12
D0174	9	0	83	0	2	12	0	7	0	1	15
D0313	27	0	248	0	1	33	0	19	2	6	53
D0170	84	0	505	1	13	61	0	133	19	35	117
D0404	4	1	76	0	0	9	0	4	1	0	16
D0146	4	0	66	0	0	8	0	0	1	0	1
D0386	0	0	2	0	0	0	0	0	0	0	1
D0114	58	2	382	0	8	41	0	32	5	11	58
D0205	142	0	960	0	17	119	0	50	2	43	201
D0349	23	0	283	0	2	51	0	17	5	9	59
D0345	1	0	5	0	0	0	0	0	0	0	1
D0378	75	2	603	0	6	26	0	51	15	13	191
D0260	16	0	84	0	0	16	0	8	2	1	21
D0289	28	0	241	0	1	42	1	15	1	12	45
D0024	58	1	268	0	7	42	0	21	4	4	75
D0229	31	2	249	0	5	33	0	26	4	4	72
D0060	41	0	239	0	3	31	0	35	5	3	69
D0121	44	1	296	1	5	48	0	22	1	9	43
D0187	6	0	159	0	1	19	0	6	1	9	23
D0025	37	4	253	0	1	42	1	18	6	8	49
D0093	35	1	337	0	2	29	0	20	3	17	77
D0115	3	0	92	0	0	2	0	0	1	5	3
D0125	5	0	87	0	1	4	0	12	0	3	5
D0185	40	1	179	0	4	40	0	18	7	12	30
D0196	30	1	216	0	2	22	0	7	7	6	50
D0220	60	0	296	0	3	35	0	36	7	5	112
D0245	2	0	89	0	0	13	0	4	0	4	12
D0248	54	3	670	0	3	59	0	61	7	24	97
D0265	30	0	248	0	4	27	0	8	1	10	65
D0379	18	1	121	0	1	15	0	10	0	4	22
D0392	6	0	102	1	0	17	0	5	0	2	23
D0396	33	1	177	0	1	35	0	13	6	4	32
D0399	15	0	183	0	1	27	0	12	3	4	29
D0407	30	1	201	0	4	21	0	17	5	11	32
D0418	17	0	295	0	1	36	0	34	4	13	31
